benchmark,benchmark_label,prior_tag,budget_fraction,method_key,method_label,family,parameter,n_runs,n_eligible,mean_regret,p90_regret,regret_mc_se,regret_ci95_low,regret_ci95_high,coverage,mean_selected_n,paired_n,paired_mean_delta,paired_mc_se,paired_ci95_low,paired_ci95_high
piqa,PIQA,default,0.01,posterior_mean,Current posterior mean,baseline,,100,100,0.03422000000000002,0.10200000000000009,0.006846034203004594,0.021399000000000015,0.04872550000000003,1.0,16.8,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.01,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.03651000000000002,0.10200000000000009,0.00649906733155459,0.024995500000000018,0.05024200000000002,1.0,17.76,100,0.002290000000000002,0.0019626766363002044,0.0,0.0065384999999999974
piqa,PIQA,dataset,0.01,posterior_mean,Current posterior mean,baseline,,100,100,0.030980000000000025,0.061000000000000054,0.0033412692375230156,0.02482950000000002,0.03781025000000003,1.0,171.84,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.01,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.03211000000000003,0.061100000000000064,0.003424731970033068,0.02567950000000002,0.03921075000000003,1.0,177.76,100,0.00113,0.0013601462376479191,-0.001140250000000001,0.004240499999999999
piqa,PIQA,default,0.02,posterior_mean,Current posterior mean,baseline,,100,100,0.024590000000000018,0.03930000000000006,0.00342403304595616,0.018058000000000015,0.03157050000000003,1.0,87.04,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.02,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.022070000000000017,0.039000000000000035,0.002799644843770592,0.016830000000000015,0.02770125000000002,1.0,91.04,100,-0.0025200000000000023,0.0016785201241889573,-0.005850250000000006,0.0004904999999999999
piqa,PIQA,dataset,0.02,posterior_mean,Current posterior mean,baseline,,100,100,0.028540000000000027,0.04710000000000005,0.002562801196029528,0.02383000000000002,0.03399000000000003,1.0,242.56,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.02,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.029040000000000024,0.04710000000000005,0.0023842591069321716,0.024618750000000023,0.03409150000000003,1.0,288.8,100,0.0005000000000000004,0.0005527047190013914,-0.0006300000000000006,0.0015400000000000014
piqa,PIQA,default,0.05,posterior_mean,Current posterior mean,baseline,,100,100,0.004430000000000004,0.024400000000000057,0.0013064094000812393,0.002087750000000002,0.007010000000000006,1.0,856.0,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.05,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.003920000000000003,0.02400000000000002,0.0012955414387504254,0.0016197500000000014,0.006631500000000005,1.0,975.04,100,-0.0005100000000000005,0.0008604680933885586,-0.002280250000000002,0.0011402500000000009
piqa,PIQA,dataset,0.05,posterior_mean,Current posterior mean,baseline,,100,100,0.007010000000000006,0.029000000000000026,0.0011217441638221575,0.004949250000000005,0.009390250000000008,1.0,958.16,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.05,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.006700000000000006,0.029000000000000026,0.001093184337426949,0.004799750000000004,0.009060750000000006,1.0,978.88,100,-0.00031000000000000027,0.0003373211868280486,-0.0009900000000000009,5.000000000000004e-05
piqa,PIQA,default,0.1,posterior_mean,Current posterior mean,baseline,,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,default,0.1,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.00024000000000000022,0.0,0.00023009419144545353,0.0,0.0007200000000000006,1.0,995.48,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,posterior_mean,Current posterior mean,baseline,,100,100,0.0008500000000000007,0.0,0.0004724570478488626,0.0,0.0019100000000000018,1.0,986.04,100,0.0,0.0,0.0,0.0
piqa,PIQA,dataset,0.1,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,100,0.00043000000000000037,0.0,0.0002879675379324952,0.0,0.0010800000000000009,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
mmlu_computer_security,Computer Security,default,0.01,posterior_mean,Current posterior mean,baseline,,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.01,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.04549999999999993,0.06099999999999996,0.003871347450317668,0.03799999999999992,0.053499999999999936,1.0,29.8,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.01,posterior_mean,Current posterior mean,baseline,,20,20,0.04699999999999995,0.08099999999999997,0.005469765473430677,0.03648749999999994,0.057999999999999954,1.0,37.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.01,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.046999999999999945,0.08099999999999997,0.0052409880467050975,0.03649999999999995,0.057499999999999954,1.0,38.8,20,-5.551115123125783e-18,0.0007203309146681276,-0.0015000000000000013,0.0014999999999999846
mmlu_computer_security,Computer Security,default,0.02,posterior_mean,Current posterior mean,baseline,,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,default,0.02,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.03999999999999993,0.05999999999999994,0.0026674360751881595,0.03499999999999993,0.044999999999999936,1.0,31.6,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.02,posterior_mean,Current posterior mean,baseline,,20,20,0.04499999999999995,0.08099999999999997,0.005428896450169836,0.03449999999999997,0.05599999999999995,1.0,41.0,20,0.0,0.0,0.0,0.0
mmlu_computer_security,Computer Security,dataset,0.02,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,20,0.043499999999999955,0.08099999999999997,0.005424031145178265,0.03349999999999995,0.05401249999999995,1.0,42.2,20,-0.0014999999999999957,0.0011137843218125788,-0.003999999999999987,0.0
