prior_tag,matrix_seed,run_seed,method_key,method_label,family,parameter,final_evaluations,final_budget_fraction,final_recommended_arm,final_regret,final_coverage,top1_correct,final_selected_n,final_selected_variance,final_score,paired_final_delta
dataset,1,0,posterior_mean,Current posterior mean,baseline,,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.774319052696228,0.0
dataset,1,0,empirical_mean,Observed sample mean,baseline,,20250,0.1,1453,0.15555555555555556,1,0.0,22.0,0.007246376811594203,0.8181818181818182,0.1333333333333333
dataset,1,0,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.77431906614786,0.0
dataset,1,0,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.77431906614786,0.0
dataset,1,0,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.77431906614786,0.0
dataset,1,0,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20250,0.1,-1,nan,0,nan,nan,nan,nan,nan
dataset,1,0,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.7723735408560312,0.0
dataset,1,0,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.764591439688716,0.0
dataset,1,0,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.754863813229572,0.0
dataset,1,0,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.7354085603112841,0.0
dataset,1,0,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.7302109570087368,0.0
dataset,1,0,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.7017612266140024,0.0
dataset,1,0,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.6878671722351787,0.0
dataset,1,0,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.6606965770054789,0.0
dataset,1,0,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20250,0.1,255,0.022222222222222254,1,0.0,116.0,0.0019455252918287938,0.7731632502331676,0.0
