prior_tag,budget_fraction,method_key,method_label,family,parameter,n_runs,n_eligible,mean_regret,p90_regret,regret_mc_se,regret_ci95_low,regret_ci95_high,coverage,mean_selected_n,paired_n,paired_mean_delta,paired_mc_se,paired_ci95_low,paired_ci95_high
default,0.01,posterior_mean,Current posterior mean,baseline,,20,20,0.04370370370370375,0.07777777777777783,0.00658287405328753,0.032212962962963,0.05703703703703709,1.0,27.2,20,0.0,0.0,0.0,0.0
default,0.01,empirical_mean,Observed sample mean,baseline,,20,20,0.06037037037037041,0.11259259259259266,0.013466130124458237,0.038138888888888924,0.09074074074074079,1.0,25.0,20,0.01666666666666667,0.01207633287594718,0.0,0.04407407407407408
default,0.01,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,20,0.04370370370370375,0.07777777777777783,0.00658287405328753,0.032212962962963,0.05703703703703709,1.0,27.2,20,0.0,0.0,0.0,0.0
default,0.01,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,12,0.04259259259259263,0.07185185185185186,0.008525727174622242,0.028571428571428612,0.062345679012345716,0.6,31.0,12,-0.0006172839506172848,0.0005803078531673331,-0.0018549382716049408,0.0
default,0.01,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
default,0.01,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
default,0.01,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,20,0.04370370370370375,0.07777777777777783,0.00658287405328753,0.032212962962963,0.05703703703703709,1.0,27.2,20,0.0,0.0,0.0,0.0
default,0.01,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,20,0.04370370370370375,0.07777777777777783,0.00658287405328753,0.032212962962963,0.05703703703703709,1.0,27.2,20,0.0,0.0,0.0,0.0
default,0.01,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,20,0.04296296296296301,0.07777777777777783,0.006592234244906632,0.031111111111111152,0.056296296296296344,1.0,27.8,20,-0.0007407407407407418,0.0004961848677831499,-0.0018518518518518545,0.0
default,0.01,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,20,0.04296296296296301,0.07777777777777783,0.006592234244906632,0.031111111111111152,0.056296296296296344,1.0,27.8,20,-0.0007407407407407418,0.0004961848677831499,-0.0018518518518518545,0.0
